user_id,date_created,date_modified,rule_id,rule_api,userRules
29c4f681-4baa-4f68-83af-120a5ec1210c,1763954545961,1763954545961,4ed4244e-351c-4503-8a00-8fa1e87bb92a,api.example.com,"[{'userID': '3cbf12e5-c5c7-4080-9c5b-f215471dced3', 'pathRules': [{'methods': 'DELETE', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}, {'methods': 'DELETE', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}, {'methods': 'POST', 'path_pattern': '/api/v1/admin/*', 'effect': 'ALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/admin/*', 'effect': 'DISALLOWED'}, {'methods': 'PUT', 'path_pattern': '/api/v1/data/*', 'effect': 'ALLOWED'}]}]"
29c4f681-4baa-4f68-83af-120a5ec1210c,1763954545121,1763954545121,76d354ab-920a-4628-b33f-c08dca1b722a,api.example.com,"[{'userID': 'bd86911e-c8a6-44e2-adf8-fe1e49748e84', 'pathRules': [{'methods': 'POST', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}, {'methods': 'POST', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}, {'methods': 'PUT', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}, {'methods': 'POST', 'path_pattern': '/api/v1/data/*', 'effect': 'ALLOWED'}, {'methods': 'POST', 'path_pattern': '/api/v1/data/*', 'effect': 'ALLOWED'}]}]"
29c4f681-4baa-4f68-83af-120a5ec1210c,1763954543443,1763954543443,7f4dd8e5-f9d0-44d4-9950-5d2186044ff1,api.example.com,"[{'userID': '86be6268-dbd8-48e8-9efe-0f9419b9831e', 'pathRules': [{'methods': 'POST', 'path_pattern': '/api/v1/data/*', 'effect': 'ALLOWED'}, {'methods': 'PUT', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}, {'methods': 'PUT', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}]}]"
c9544cb4-0064-49b2-8ee8-6a8e2706bcaf,1763954548461,1763954548461,5b601d70-2266-406a-a315-36e0d416a3a2,api.example.com,"[{'userID': '5503dc64-6fa9-4e38-923c-42999420b706', 'pathRules': [{'methods': 'PUT', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}]}]"
c9544cb4-0064-49b2-8ee8-6a8e2706bcaf,1763954547621,1763954547621,9e6da2c8-4230-4e21-97c1-f2d70c0a5171,api.example.com,"[{'userID': '14af541e-5ba6-463e-b216-2ca79e87f046', 'pathRules': [{'methods': 'POST', 'path_pattern': '/api/v1/admin/*', 'effect': 'ALLOWED'}, {'methods': 'POST', 'path_pattern': '/api/v1/admin/*', 'effect': 'DISALLOWED'}]}]"
c9544cb4-0064-49b2-8ee8-6a8e2706bcaf,1763954549260,1763954549260,a7d9b405-62dd-4067-b7f6-53708c2e0e71,api.example.com,"[{'userID': '358a5bea-cc66-4066-82fe-15aab0c45b23', 'pathRules': [{'methods': 'POST', 'path_pattern': '/api/v1/data/*', 'effect': 'ALLOWED'}, {'methods': 'DELETE', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}]}]"
75adfe1d-2f27-4f4c-9cf4-c17ed2fdc4fe,1763954551480,1763954551480,56329267-546a-456b-b1eb-ea7168fdfb94,api.example.com,"[{'userID': 'c39a8af8-c7ad-48ec-9dad-c0874f92288e', 'pathRules': [{'methods': 'PUT', 'path_pattern': '/api/v1/admin/*', 'effect': 'ALLOWED'}, {'methods': 'POST', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/data/*', 'effect': 'ALLOWED'}]}]"
75adfe1d-2f27-4f4c-9cf4-c17ed2fdc4fe,1763954550700,1763954550700,b0a120d1-d5c0-44cd-9c14-8257a48908c2,api.example.com,"[{'userID': '12498133-e1f1-41fd-b359-27682e8e0c5d', 'pathRules': [{'methods': 'POST', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}, {'methods': 'DELETE', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}]}]"
75adfe1d-2f27-4f4c-9cf4-c17ed2fdc4fe,1763954554380,1763954554380,c40c178a-ad47-40ff-be13-b71f6e8649ee,api.example.com,"[{'userID': '10415ade-e157-4aeb-a942-6c0fbcfe0f98', 'pathRules': [{'methods': 'PUT', 'path_pattern': '/api/v1/data/*', 'effect': 'ALLOWED'}, {'methods': 'DELETE', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}, {'methods': 'DELETE', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}]}]"
01a16664-05bb-4585-a0b2-96d4e2835c7c,1763954556200,1763954556200,fdc94cc1-5a3f-403d-a3f4-2069f4e96063,api.example.com,"[{'userID': 'fd07b375-23d5-4b06-b589-d7e5f54e0dda', 'pathRules': [{'methods': 'GET', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}]}]"
c0fe91a7-cfc9-4527-967b-4b9b9e1ed730,1763954558440,1763954558440,014ef724-9c33-4a99-b806-7517137111e5,api.example.com,"[{'userID': '30a9fabd-4c2b-415d-a0fd-555e35bc7058', 'pathRules': [{'methods': 'PUT', 'path_pattern': '/api/v1/data/*', 'effect': 'ALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}]}]"
c0fe91a7-cfc9-4527-967b-4b9b9e1ed730,1763954557660,1763954557660,205b3ecd-a437-449f-a8d6-ee90d1624d70,api.example.com,"[{'userID': '466ff2f6-c41b-48f0-8b3b-af19a13632d2', 'pathRules': [{'methods': 'PUT', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}]}]"
c0fe91a7-cfc9-4527-967b-4b9b9e1ed730,1763954559160,1763954559160,64da3b83-ed8e-4af9-9953-a968808a7a48,api.example.com,"[{'userID': '14e8db73-30c4-48f0-a89c-2629158ca596', 'pathRules': [{'methods': 'GET', 'path_pattern': '/api/v1/admin/*', 'effect': 'DISALLOWED'}, {'methods': 'PUT', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}]}]"
84e35798-790c-4a2f-ad95-1644e0d07c60,1763954560583,1763954560583,cf604b16-a8ad-4ac6-8756-0fe33b309586,api.example.com,"[{'userID': '86ca66c1-8c20-4706-b6d1-a8e140828ca4', 'pathRules': [{'methods': 'POST', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}, {'methods': 'POST', 'path_pattern': '/api/v1/users/*', 'effect': 'ALLOWED'}, {'methods': 'PUT', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/admin/*', 'effect': 'ALLOWED'}]}]"
e0ca46d4-d159-4f20-ac8b-9dcd03c024c0,1763954562660,1763954562660,262afd2f-eb51-4aa1-92c3-d02add084f6f,api.example.com,"[{'userID': '09c6fc8c-03bb-4fb5-83fd-21ac3f10cd2d', 'pathRules': [{'methods': 'GET', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}, {'methods': 'PUT', 'path_pattern': '/api/v1/users/*', 'effect': 'DISALLOWED'}]}]"
e0ca46d4-d159-4f20-ac8b-9dcd03c024c0,1763954563580,1763954563580,59109cdd-abc0-450a-a404-db140639df9c,api.example.com,"[{'userID': '140076d6-d761-43cc-91c2-707b69561c95', 'pathRules': [{'methods': 'DELETE', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}, {'methods': 'GET', 'path_pattern': '/api/v1/admin/*', 'effect': 'ALLOWED'}]}]"
e0ca46d4-d159-4f20-ac8b-9dcd03c024c0,1763954564322,1763954564322,e8052343-5aa3-41cf-bf1c-9a067e1adf58,api.example.com,"[{'userID': 'debdf347-dc83-4e11-8646-99ba63d50619', 'pathRules': [{'methods': 'POST', 'path_pattern': '/api/v1/admin/*', 'effect': 'ALLOWED'}, {'methods': 'DELETE', 'path_pattern': '/api/v1/data/*', 'effect': 'DISALLOWED'}]}]"
